user_id,organization_id,organization_name,Duration,programming_track,language_skills,required_language,experience_years,Feedback,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Communication_Skills,Presentation_Skills
468,468,Code Return,2 months,Front_end,"CSS, Tailwind CSS, JavaScript","React, Tailwind CSS, HTML",1,3,3,2,2,3,4,2,2
469,469,Tech Yield,6 months,Database,"MongoDB, Oracle, PostgreSQL","MySQL, PostgreSQL",5,4,3,5,3,3,2,3,3
470,470,Digital Static,5 months,Front_end,CSS,"CSS, HTML",3,2,4,3,4,4,5,4,4
471,471,Web Public,5 months,Front_end,"JavaScript, CSS","HTML, JavaScript",4,2,4,3,3,4,1,3,4
472,472,Software Private,2 months,Back_end,"Laravel, Python, Node.js","Express, Laravel",1,2,3,2,1,2,5,1,1
473,473,Data Protected,6 months,Database,"MySQL, MongoDB, PostgreSQL","MongoDB, PostgreSQL",5,4,3,5,3,3,1,2,3
474,474,Cloud Internal,4 months,Back_end,"Python, PHP, Laravel",Python,2,3,4,3,2,3,4,2,2
475,475,Tech External,5 months,Front_end,CSS,"HTML, CSS",3,3,4,3,4,4,3,4,4
476,476,Dev Global,5 months,Back_end,"Node.js, Laravel","Laravel, Node.js",4,3,4,4,2,4,5,2,3
477,477,Open Local,4 months,Database,"Oracle, MongoDB, MySQL","MongoDB, PostgreSQL",2,4,2,3,2,2,1,1,1
478,478,Future Scope,6 months,Database,Oracle,"Oracle, MongoDB",5,5,3,5,3,3,3,3,3
479,479,Code Closure,2 months,Front_end,"Tailwind CSS, HTML","HTML, React",1,1,3,2,2,3,5,2,2
480,480,Tech Lambda,5 months,Database,MongoDB,"Oracle, MongoDB",3,2,3,4,2,3,3,2,2
481,481,Digital Stream,5 months,Database,"Oracle, MongoDB, PostgreSQL","MongoDB, MySQL",4,3,2,5,3,3,3,2,2
482,482,Web Buffer,2 months,Back_end,"PHP, .NET, Laravel","Python, PHP, .NET",1,2,3,3,1,2,3,1,2
483,483,Software Cache,6 months,Database,"PostgreSQL, MySQL, MongoDB","Oracle, PostgreSQL, MySQL",5,4,3,5,3,3,3,2,3
484,484,Data Sync,4 months,Database,"MySQL, MongoDB, PostgreSQL","MySQL, PostgreSQL, MongoDB",2,4,2,4,2,2,3,1,2
485,485,Cloud Async,5 months,Front_end,"CSS, React, HTML","CSS, JavaScript, HTML",3,3,4,3,3,4,3,3,4
486,486,Tech Thread,2 months,Database,"PostgreSQL, MongoDB","Oracle, PostgreSQL",1,1,1,3,1,2,5,1,1
487,487,Dev Process,4 months,Back_end,Node.js,"Node.js, .NET",2,1,4,3,2,3,1,2,2
488,488,Open Task,5 months,Back_end,Express,"Express, Node.js",3,2,4,4,2,3,2,2,3
489,489,Future Job,5 months,Back_end,.NET,".NET, Python",4,3,4,4,3,3,5,2,3
490,490,Code Event,6 months,Back_end,"Laravel, Node.js","Python, .NET, Laravel",5,5,5,4,3,4,4,3,4
491,491,Tech Signal,2 months,Front_end,"Tailwind CSS, HTML","React, Tailwind CSS",1,2,3,2,2,3,3,2,2
492,492,Digital Slot,3 months,Database,"MongoDB, PostgreSQL",MongoDB,2,3,2,4,2,2,3,1,2
493,493,Web Hook,5 months,Database,PostgreSQL,"Oracle, PostgreSQL",3,3,3,4,2,3,2,2,2
494,494,Software Trigger,5 months,Back_end,Express,"Express, Java",4,4,5,4,3,3,2,3,3
495,495,Data Action,6 months,Front_end,HTML,"HTML, Tailwind CSS",5,5,5,4,5,5,3,5,5
496,496,Cloud Result,5 months,Database,"Oracle, MongoDB","MySQL, PostgreSQL, Oracle",4,3,3,5,2,3,2,2,2
497,497,Tech Status,4 months,Front_end,"React, JavaScript, HTML","React, CSS, Tailwind CSS",2,2,3,2,3,4,3,3,3
498,498,Dev Code,2 months,Front_end,React,"React, JavaScript",1,3,3,2,2,3,1,2,2
499,499,Open Message,6 months,Database,"MongoDB, PostgreSQL, Oracle","MySQL, Oracle",5,4,3,5,3,3,5,2,3
500,500,Code Success,5 months,Database,Oracle,"MySQL, Oracle",3,4,3,4,2,3,5,1,2
